x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,label,match_id,turning_point
-1,0,0,1,0,1,1.0,1.363,1,1,0.09000000000000008,1,2023-wimbledon-1102,0
0,1,0,1,0,1,1.0,14.821,1,1,0.060000000000000026,1,2023-wimbledon-1102,0
1,1,0,1,0,1,1.0,20.029,1,0,2.5500000000000003,1,2023-wimbledon-1102,0
2,1,0,1,0,1,1.0,6.074,1,1,2.58,0,2023-wimbledon-1102,0
1,1,0,1,0,1,1.0,4.127,1,1,2.8499999999999996,1,2023-wimbledon-1102,0
0,1,0,1,0,0,1.0,5.804,0,1,2.62,0,2023-wimbledon-1102,0
-15,0,0,1,0,0,1.0,0.608,0,0,0.5900000000000001,1,2023-wimbledon-1102,0
0,1,0,1,0,0,1.0,2.256,0,1,0.76,0,2023-wimbledon-1102,0
-15,0,0,1,0,0,1.0,26.5,0,0,0.9900000000000002,1,2023-wimbledon-1102,0
0,1,0,1,0,0,1.0,23.587,0,0,0.060000000000000026,1,2023-wimbledon-1102,0
10,1,0,1,0,0,1.0,3.123,0,1,2.15,0,2023-wimbledon-1102,0
0,1,0,1,0,0,1.0,14.075,0,1,0.09000000000000008,1,2023-wimbledon-1102,0
10,1,0,1,0,0,1.0,30.579,0,1,2.12,1,2023-wimbledon-1102,0
0,1,0,0,0,1,0.5,11.371,1,1,3.95,1,2023-wimbledon-1102,0
15,1,0,0,0,1,0.5,6.476,1,0,4.38,0,2023-wimbledon-1102,0
0,1,0,0,0,1,0.5,17.507,1,0,4.6000000000000005,0,2023-wimbledon-1102,1
-15,0,0,0,0,1,0.5,5.559,1,0,2.1899999999999995,0,2023-wimbledon-1102,0
-25,0,0,0,0,1,0.5,8.701,1,1,-2.5199999999999996,0,2023-wimbledon-1102,0
0,1,0,0,0,1,0.0,1.861,0,1,-4.62,0,2023-wimbledon-1102,1
-15,0,0,0,0,1,0.0,14.535,0,0,-4.369999999999999,0,2023-wimbledon-1102,1
-30,0,0,0,0,1,0.0,0.998,0,1,-4.17,0,2023-wimbledon-1102,1
-40,0,0,0,0,1,0.0,7.963,0,0,-3.92,0,2023-wimbledon-1102,0
0,1,0,1,1,1,0.5,3.678,1,1,-2.6999999999999993,1,2023-wimbledon-1102,1
15,1,0,1,1,1,0.5,1.966,1,1,-0.46999999999999975,1,2023-wimbledon-1102,0
30,1,0,1,1,1,0.5,8.382,1,1,1.84,0,2023-wimbledon-1102,0
15,1,0,1,1,1,0.5,1.938,1,0,1.5900000000000003,1,2023-wimbledon-1102,0
25,1,0,1,1,1,0.5,4.333,1,1,2.4699999999999993,0,2023-wimbledon-1102,0
10,1,0,1,1,1,0.5,14.95,1,1,0.040000000000000036,0,2023-wimbledon-1102,0
0,1,0,1,1,1,0.5,16.536,1,1,-2.4699999999999998,0,2023-wimbledon-1102,0
-10,0,0,1,1,1,0.5,4.017,1,1,-2.4699999999999998,1,2023-wimbledon-1102,0
