x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,label,match_id,turning_point,win_predict
-10,0,0,0,0,0,0.0,14.446,0,1,3.6065573770552826e-05,1,2023-wimbledon-2602,0,26.558398
0,1,0,0,0,0,0.0,2.235,0,1,2.174666666666667,0,2023-wimbledon-2602,0,1.5440549999999997
-10,0,0,0,0,0,0.0,7.824,0,0,0.14269234972677602,1,2023-wimbledon-2602,0,22.406112
0,1,0,0,0,0,0.0,15.971,0,0,0.08094371584699453,0,2023-wimbledon-2602,0,9.871222999999999
-10,0,0,0,0,0,0.0,12.08,0,1,0.033872131147541035,0,2023-wimbledon-2602,0,25.10804
0,1,0,0,0,0,0.0,4.063,1,0,-1.484710382513661,1,2023-wimbledon-2602,0,2.7546189999999995
15,1,0,0,0,0,0.0,12.72,1,1,0.7519136612021858,1,2023-wimbledon-2602,1,-18.26064
30,1,0,0,0,0,0.0,1.898,1,1,1.0227333333333335,1,2023-wimbledon-2602,1,-51.30952599999999
40,1,0,0,0,0,0.0,9.184,1,1,3.3941136612021854,1,2023-wimbledon-2602,0,-64.45320799999999
0,1,0,0,0,0,0.0,5.531,0,0,5.564857923497267,0,2023-wimbledon-2602,1,3.471503
-15,0,0,0,0,0,0.0,12.526,0,1,3.705409289617486,0,2023-wimbledon-2602,0,34.186438
-30,0,0,0,0,0,0.0,16.519,0,0,0.9280748633879777,1,2023-wimbledon-2602,0,62.956147
-15,0,0,0,0,0,0.0,0.537,0,1,0.9703005464480876,0,2023-wimbledon-2602,0,26.837180999999998
-25,0,0,0,0,0,0.0,8.683,0,0,-1.9172098360655734,0,2023-wimbledon-2602,0,49.347679
0,1,0,1,0,0,0.0,1.79,1,1,-1.320327868852459,1,2023-wimbledon-2602,0,1.8622699999999999
15,1,0,1,0,0,0.0,11.477,1,0,0.9284256830601094,0,2023-wimbledon-2602,0,-18.707599
0,1,0,1,0,0,0.0,13.038,1,1,-1.3995786885245898,1,2023-wimbledon-2602,0,8.757294
15,1,0,1,0,0,0.0,7.471,1,1,0.9256612021857924,1,2023-wimbledon-2602,0,-21.070277
25,1,0,1,0,0,0.0,3.357,1,0,2.665056830601093,1,2023-wimbledon-2602,0,-41.29515899999999
0,1,1,1,0,1,0.0,9.408,1,1,2.716979781420765,0,2023-wimbledon-2602,0,6.414104
-1,0,1,1,0,1,0.0,0.494,1,1,3.402608196721311,1,2023-wimbledon-2602,0,2.6298219999999994
0,1,1,1,0,1,0.0,5.969,1,0,3.1986770491803274,1,2023-wimbledon-2602,0,4.212997
1,1,1,1,0,1,0.0,24.598,1,0,3.3936366120218584,0,2023-wimbledon-2602,0,13.871573999999999
0,1,1,1,0,1,0.0,6.179,1,0,0.33239398907103834,1,2023-wimbledon-2602,0,4.341727000000001
1,1,1,1,0,1,0.0,22.744,1,0,2.3699590163934423,1,2023-wimbledon-2602,0,12.735071999999999
2,1,1,1,0,1,0.0,9.152,1,0,2.5417344262295085,0,2023-wimbledon-2602,0,2.642175999999999
1,1,1,1,0,1,0.0,1.168,1,1,0.054048087431694036,0,2023-wimbledon-2602,0,-0.39801600000000015
0,1,1,1,0,1,0.0,40.874,1,1,0.2297021857923499,0,2023-wimbledon-2602,0,25.702762
-1,0,1,1,0,1,0.0,6.45,1,0,-2.1409180327868853,0,2023-wimbledon-2602,0,6.187849999999999
-2,0,1,1,0,1,0.0,7.555,1,1,-4.800615300546449,1,2023-wimbledon-2602,0,8.719215
-1,0,1,1,0,1,0.0,9.616,1,1,-2.3195213114754103,0,2023-wimbledon-2602,0,8.221608
0,1,0,1,1,1,1.0,3.861,1,1,-1.6272306010928956,0,2023-wimbledon-2602,0,3.2517929999999997
-15,0,0,1,1,1,1.0,7.191,1,0,-1.577197267759563,1,2023-wimbledon-2602,0,31.534083000000003
0,1,0,1,1,1,1.0,12.688,1,0,0.9272262295081968,1,2023-wimbledon-2602,0,8.569744
15,1,0,1,1,1,1.0,12.902,1,1,1.0422573770491803,1,2023-wimbledon-2602,1,-17.621073999999997
25,1,0,1,1,1,1.0,2.825,1,0,2.7006147540983605,0,2023-wimbledon-2602,0,-41.501275
10,1,0,1,1,1,1.0,10.617,1,1,2.9812016393442615,1,2023-wimbledon-2602,0,-10.216778999999997
0,1,0,1,0,0,0.0,13.069,0,1,2.656444808743169,0,2023-wimbledon-2602,0,8.593297000000002
-15,0,0,1,0,0,0.0,25.02,0,1,0.4779103825136613,0,2023-wimbledon-2602,0,42.253260000000004
-30,0,0,1,0,0,0.0,4.85,0,1,-1.7041863387978142,1,2023-wimbledon-2602,0,56.304050000000004
-15,0,0,1,0,0,0.0,12.434,0,0,0.7849830601092898,0,2023-wimbledon-2602,0,34.445042
-25,0,0,1,0,0,0.0,6.205,0,1,-2.0905306010928957,0,2023-wimbledon-2602,0,48.329665000000006
0,1,1,1,0,0,0.0,11.09,1,0,-1.48193825136612,1,2023-wimbledon-2602,0,7.38817
15,1,1,1,0,0,0.0,7.434,1,1,0.8529551912568306,1,2023-wimbledon-2602,1,-21.174958
30,1,1,1,0,0,0.0,3.736,1,1,1.099603825136612,1,2023-wimbledon-2602,1,-49.85683199999999
40,1,1,1,0,0,0.0,1.309,1,1,3.4279491803278686,1,2023-wimbledon-2602,0,-68.95458299999997
0,1,0,0,0,1,0.0,6.561,0,0,5.554354098360655,0,2023-wimbledon-2602,1,4.066892999999999
-15,0,0,0,0,1,0.0,25.649,0,0,3.654768306010929,0,2023-wimbledon-2602,1,42.101836999999996
-30,0,0,0,0,1,0.0,6.444,0,0,0.7444174863387976,1,2023-wimbledon-2602,0,56.744172
-15,0,0,0,0,1,0.0,8.187,0,0,0.7246721311475411,1,2023-wimbledon-2602,0,31.397630999999997
0,1,0,0,0,1,0.0,41.12,0,1,-0.049511475409836136,0,2023-wimbledon-2602,1,25.34456
-10,0,0,0,0,1,0.0,38.473,0,1,-0.19758032786885255,0,2023-wimbledon-2602,0,41.250949000000006
0,1,0,0,1,1,0.0,40.121,1,1,0.38594699453551917,0,2023-wimbledon-2602,0,24.692173
-15,0,0,0,1,1,0.0,9.013,1,1,-2.4096387978142073,0,2023-wimbledon-2602,1,31.956968999999997
-30,0,0,0,1,1,0.0,4.442,1,1,-4.761737158469946,0,2023-wimbledon-2602,0,55.569946
-40,0,0,0,1,1,0.0,0.772,1,0,-4.817009836065573,0,2023-wimbledon-2602,0,70.837236
0,1,0,0,0,0,0.0,10.013,0,1,-5.886004371584698,0,2023-wimbledon-2602,1,6.311969
