Feature Name,Feature Importance
x1,0.14838779495880022
x2,0.02955439799371269
x3,0.0
x4,0.032665613608187226
x5,0.009892826924239598
x6,0.036949222129953406
x7,0.05314430585254267
x8,0.3215432548669228
x9,0.05310830646011305
x10,0.034788799278364396
x11,0.2799654779271638
