Feature Name,Feature Importance
x1,0.12473672736909576
x2,0.026332014270677894
x3,0.0
x4,0.05159243867498175
x5,0.0279653424147543
x6,0.040916011547786985
x7,0.04601844670406269
x8,0.31282825764871963
x9,0.04715722653561086
x10,0.04027538531714324
x11,0.2821781495171669
