Feature Name,Feature Importance
x1,0.16270562447801634
x2,0.032331919828821026
x3,0.03342082178928154
x4,0.03119412315812881
x5,0.0
x6,0.04784747623488161
x7,0.05369333261714654
x8,0.2585962554848324
x9,0.02375907957082265
x10,0.03022771553643533
x11,0.32622365130163383
