Feature Name,Feature Importance
x1,0.14149868915430427
x2,0.025626225890163883
x3,0.029643242651442785
x4,0.03716108552802561
x5,0.0
x6,0.026967262054172055
x7,0.03137795430668025
x8,0.3141822067054939
x9,0.036119592641901566
x10,0.04617321899994007
x11,0.3112505220678757
